id,time,values,aqi,pollution
1,2023-01-31 02:51:30,544.4,497,Extremely hazardous
1,2023-01-31 02:52:00,520.3,485,Extremely hazardous
1,2023-01-31 02:52:30,72.6,159,Unhealthy
1,2023-01-31 02:53:30,498.1,474,Extremely hazardous
1,2023-01-31 02:54:00,239.4,289,Very unhealthy 
1,2023-01-31 02:54:30,134.3,191,Unhealthy
1,2023-01-31 02:55:00,229.0,278,Very unhealthy 
1,2023-01-31 02:56:30,425.8,438,Extremely hazardous
1,2023-01-31 02:57:30,280.5,330,Hazardous
1,2023-01-31 02:58:00,106.9,177,Unhealthy
1,2023-01-31 02:58:30,508.0,479,Extremely hazardous
1,2023-01-31 02:59:30,331.6,381,Hazardous
1,2023-01-31 03:00:30,516.4,483,Extremely hazardous
1,2023-01-31 03:01:00,237.3,287,Very unhealthy 
1,2023-01-31 03:02:30,114.2,181,Unhealthy
1,2023-01-31 03:03:30,57.3,151,Unhealthy
1,2023-01-31 03:04:30,379.2,414,Extremely hazardous
1,2023-01-31 03:08:00,405.1,427,Extremely hazardous
1,2023-01-31 03:09:30,362.3,406,Extremely hazardous
1,2023-01-31 03:10:00,455.3,452,Extremely hazardous
1,2023-01-31 03:10:30,462.3,456,Extremely hazardous
1,2023-01-31 03:11:30,110.9,179,Unhealthy
1,2023-01-31 03:12:30,135.0,192,Unhealthy
1,2023-01-31 03:13:30,164.4,214,Very unhealthy 
1,2023-01-31 03:14:00,265.4,315,Hazardous
1,2023-01-31 03:14:30,146.2,198,Unhealthy
1,2023-01-31 03:15:00,255.9,305,Hazardous
1,2023-01-31 03:17:00,238.1,288,Very unhealthy 
1,2023-01-31 03:18:00,90.9,169,Unhealthy
1,2023-01-31 03:19:00,174.0,224,Very unhealthy 
1,2023-01-31 03:20:00,216.5,266,Very unhealthy 
1,2023-01-31 03:20:30,86.9,167,Unhealthy
1,2023-01-31 03:23:00,524.6,487,Extremely hazardous
1,2023-01-31 03:23:30,368.8,409,Extremely hazardous
1,2023-01-31 03:24:00,133.5,191,Unhealthy
1,2023-01-31 03:25:00,185.7,235,Very unhealthy 
1,2023-01-31 03:25:30,192.9,242,Very unhealthy 
1,2023-01-31 03:26:00,521.4,485,Extremely hazardous
1,2023-01-31 03:28:30,415.1,432,Extremely hazardous
1,2023-01-31 03:30:00,139.0,194,Unhealthy
1,2023-01-31 03:31:00,306.5,356,Hazardous
1,2023-01-31 03:31:30,93.9,170,Unhealthy
1,2023-01-31 03:32:00,319.3,369,Hazardous
1,2023-01-31 03:34:30,119.1,183,Unhealthy
1,2023-01-31 03:36:00,405.1,427,Extremely hazardous
1,2023-01-31 03:37:30,286.2,336,Hazardous
1,2023-01-31 03:39:00,518.8,484,Extremely hazardous
1,2023-01-31 03:39:30,238.0,288,Very unhealthy 
1,2023-01-31 03:40:00,478.3,464,Extremely hazardous
1,2023-01-31 03:40:30,408.2,429,Extremely hazardous
1,2023-01-31 03:42:30,195.5,245,Very unhealthy 
1,2023-01-31 03:43:00,302.8,352,Hazardous
1,2023-01-31 03:44:00,18.2,63,Moderate
1,2023-01-31 03:44:30,416.4,433,Extremely hazardous
1,2023-01-31 03:45:00,62.2,154,Unhealthy
1,2023-01-31 03:45:30,372.4,411,Extremely hazardous
1,2023-01-31 03:47:00,148.3,199,Unhealthy
1,2023-01-31 03:48:30,81.7,164,Unhealthy
1,2023-01-31 03:49:00,472.6,461,Extremely hazardous
1,2023-01-31 03:51:30,361.8,406,Extremely hazardous
1,2023-01-31 03:52:00,141.7,195,Unhealthy
1,2023-01-31 03:52:30,86.4,166,Unhealthy
1,2023-01-31 03:53:00,178.0,228,Very unhealthy 
1,2023-01-31 03:53:30,338.3,388,Hazardous
1,2023-01-31 03:54:30,18.7,64,Moderate
1,2023-01-31 03:56:30,70.4,158,Unhealthy
1,2023-01-31 03:57:00,436.6,443,Extremely hazardous
1,2023-01-31 03:57:30,169.3,219,Very unhealthy 
1,2023-01-31 03:59:00,183.3,233,Very unhealthy 
1,2023-01-31 03:59:30,262.4,312,Hazardous
1,2023-01-31 04:00:00,465.5,458,Extremely hazardous
1,2023-01-31 04:01:00,253.6,303,Hazardous
1,2023-01-31 04:01:30,218.4,268,Very unhealthy 
1,2023-01-31 04:02:00,201.4,251,Very unhealthy 
1,2023-01-31 04:02:30,476.4,463,Extremely hazardous
1,2023-01-31 04:03:00,80.2,163,Unhealthy
1,2023-01-31 04:04:30,327.4,377,Hazardous
1,2023-01-31 04:05:00,508.1,479,Extremely hazardous
1,2023-01-31 04:05:30,546.9,498,Extremely hazardous
1,2023-01-31 04:06:30,235.3,285,Very unhealthy 
1,2023-01-31 04:07:00,185.3,235,Very unhealthy 
1,2023-01-31 04:07:30,383.7,417,Extremely hazardous
1,2023-01-31 04:08:00,377.3,413,Extremely hazardous
1,2023-01-31 04:09:30,106.5,177,Unhealthy
1,2023-01-31 04:10:00,71.9,159,Unhealthy
1,2023-01-31 04:10:30,502.1,476,Extremely hazardous
1,2023-01-31 04:11:00,231.5,281,Very unhealthy 
1,2023-01-31 04:11:30,403.4,426,Extremely hazardous
1,2023-01-31 04:14:00,95.1,171,Unhealthy
1,2023-01-31 04:15:30,137.8,193,Unhealthy
1,2023-01-31 04:16:30,405.3,427,Extremely hazardous
1,2023-01-31 04:17:00,453.7,452,Extremely hazardous
1,2023-01-31 04:18:00,508.5,479,Extremely hazardous
1,2023-01-31 04:18:30,69.3,157,Unhealthy
1,2023-01-31 04:19:00,544.5,497,Extremely hazardous
1,2023-01-31 04:19:30,226.4,276,Very unhealthy 
1,2023-01-31 04:20:00,420.5,435,Extremely hazardous
1,2023-01-31 04:20:30,270.2,320,Hazardous
1,2023-01-31 04:21:00,417.8,434,Extremely hazardous
1,2023-01-31 04:21:30,313.0,362,Hazardous
1,2023-01-31 04:22:00,349.8,399,Hazardous
1,2023-01-31 04:23:00,230.5,280,Very unhealthy 
1,2023-01-31 04:23:30,89.9,168,Unhealthy
1,2023-01-31 04:24:00,291.6,341,Hazardous
1,2023-01-31 04:24:30,386.4,418,Extremely hazardous
1,2023-01-31 04:25:00,449.3,449,Extremely hazardous
1,2023-01-31 04:25:30,502.3,476,Extremely hazardous
1,2023-01-31 04:26:00,62.1,153,Unhealthy
1,2023-01-31 04:26:30,439.2,444,Extremely hazardous
1,2023-01-31 04:27:00,103.3,175,Unhealthy
1,2023-01-31 04:28:00,254.7,304,Hazardous
1,2023-01-31 04:29:00,500.5,475,Extremely hazardous
1,2023-01-31 04:30:00,41.9,116,Slightly unhealthy
1,2023-01-31 04:30:30,178.6,228,Very unhealthy 
1,2023-01-31 04:31:00,386.6,418,Extremely hazardous
1,2023-01-31 04:32:30,478.0,464,Extremely hazardous
1,2023-01-31 04:34:30,343.4,393,Hazardous
1,2023-01-31 04:35:30,28.3,85,Moderate
1,2023-01-31 04:36:00,293.1,343,Hazardous
1,2023-01-31 04:36:30,126.9,188,Unhealthy
1,2023-01-31 04:37:00,329.8,379,Hazardous
1,2023-01-31 04:37:30,451.9,451,Extremely hazardous
1,2023-01-31 04:38:30,408.1,429,Extremely hazardous
1,2023-01-31 04:39:00,508.0,479,Extremely hazardous
1,2023-01-31 04:40:00,251.5,301,Hazardous
1,2023-01-31 04:40:30,531.3,490,Extremely hazardous
1,2023-01-31 04:41:30,148.9,199,Unhealthy
1,2023-01-31 04:42:30,444.2,447,Extremely hazardous
1,2023-01-31 04:43:00,527.0,488,Extremely hazardous
1,2023-01-31 04:44:30,500.9,475,Extremely hazardous
1,2023-01-31 04:45:00,325.5,375,Hazardous
1,2023-01-31 04:46:00,214.3,264,Very unhealthy 
1,2023-01-31 04:47:30,390.1,420,Extremely hazardous
1,2023-01-31 04:48:30,13.6,53,Moderate
1,2023-01-31 04:49:30,87.7,167,Unhealthy
1,2023-01-31 04:50:00,386.0,418,Extremely hazardous
1,2023-01-31 04:50:30,414.1,432,Extremely hazardous
1,2023-01-31 04:51:30,355.5,402,Extremely hazardous
1,2023-01-31 04:52:00,471.7,461,Extremely hazardous
1,2023-01-31 04:52:30,259.9,309,Hazardous
1,2023-01-31 04:53:30,487.3,468,Extremely hazardous
1,2023-01-31 04:54:00,338.6,388,Hazardous
1,2023-01-31 04:54:30,157.4,207,Very unhealthy 
1,2023-01-31 04:55:30,366.1,408,Extremely hazardous
1,2023-01-31 04:57:00,436.4,443,Extremely hazardous
1,2023-01-31 04:57:30,80.7,163,Unhealthy
1,2023-01-31 04:58:30,512.5,481,Extremely hazardous
1,2023-01-31 04:59:30,228.7,278,Very unhealthy 
1,2023-01-31 05:00:00,73.0,159,Unhealthy
1,2023-01-31 05:02:00,294.5,344,Hazardous
1,2023-01-31 05:03:00,258.3,308,Hazardous
1,2023-01-31 05:03:30,394.6,422,Extremely hazardous
1,2023-01-31 05:04:00,535.7,493,Extremely hazardous
1,2023-01-31 05:04:30,61.4,153,Unhealthy
1,2023-01-31 05:05:00,127.0,188,Unhealthy
1,2023-01-31 05:05:30,490.9,470,Extremely hazardous
1,2023-01-31 05:06:00,97.4,172,Unhealthy
1,2023-01-31 05:06:30,478.2,464,Extremely hazardous
1,2023-01-31 05:07:30,205.0,254,Very unhealthy 
1,2023-01-31 05:09:30,412.7,431,Extremely hazardous
1,2023-01-31 05:10:00,327.8,377,Hazardous
1,2023-01-31 05:11:00,48.4,132,Slightly unhealthy
1,2023-01-31 05:12:00,325.8,375,Hazardous
1,2023-01-31 05:13:00,157.3,207,Very unhealthy 
1,2023-01-31 05:13:30,544.3,497,Extremely hazardous
1,2023-01-31 05:14:30,40.6,113,Slightly unhealthy
1,2023-01-31 05:15:00,412.2,431,Extremely hazardous
1,2023-01-31 05:15:30,198.1,248,Very unhealthy 
1,2023-01-31 05:16:00,532.9,491,Extremely hazardous
1,2023-01-31 05:16:30,414.2,432,Extremely hazardous
1,2023-01-31 05:18:00,203.2,253,Very unhealthy 
1,2023-01-31 05:19:00,277.8,327,Hazardous
1,2023-01-31 05:19:30,358.1,404,Extremely hazardous
1,2023-01-31 05:21:00,356.0,403,Extremely hazardous
1,2023-01-31 05:22:30,311.4,361,Hazardous
1,2023-01-31 05:23:30,168.7,218,Very unhealthy 
1,2023-01-31 05:24:00,14.0,54,Moderate
1,2023-01-31 05:26:00,157.7,207,Very unhealthy 
1,2023-01-31 05:27:00,186.6,236,Very unhealthy 
1,2023-01-31 05:27:30,182.6,232,Very unhealthy 
1,2023-01-31 05:28:30,395.6,423,Extremely hazardous
1,2023-01-31 05:29:00,429.6,440,Extremely hazardous
1,2023-01-31 05:30:00,135.0,192,Unhealthy
1,2023-01-31 05:30:30,215.5,265,Very unhealthy 
1,2023-01-31 05:31:30,435.8,443,Extremely hazardous
1,2023-01-31 05:32:00,530.0,490,Extremely hazardous
1,2023-01-31 05:32:30,318.6,368,Hazardous
1,2023-01-31 05:33:00,184.3,234,Very unhealthy 
1,2023-01-31 05:33:30,225.1,275,Very unhealthy 
1,2023-01-31 05:34:30,272.8,322,Hazardous
1,2023-01-31 05:35:00,528.3,489,Extremely hazardous
1,2023-01-31 05:36:00,237.1,287,Very unhealthy 
1,2023-01-31 05:38:30,69.9,158,Unhealthy
1,2023-01-31 05:41:00,69.1,157,Unhealthy
1,2023-01-31 05:41:30,417.4,433,Extremely hazardous
1,2023-01-31 05:42:30,192.3,242,Very unhealthy 
1,2023-01-31 05:46:00,68.0,157,Unhealthy
1,2023-01-31 05:46:30,343.0,392,Hazardous
1,2023-01-31 05:47:00,10.2,42,Good
1,2023-01-31 05:47:30,121.3,185,Unhealthy
1,2023-01-31 05:49:30,457.5,454,Extremely hazardous
1,2023-01-31 05:50:00,55.9,150,Unhealthy
1,2023-01-31 05:51:00,507.3,478,Extremely hazardous
1,2023-01-31 05:51:30,376.7,413,Extremely hazardous
1,2023-01-31 05:52:00,61.8,153,Unhealthy
1,2023-01-31 05:52:30,516.0,483,Extremely hazardous
1,2023-01-31 05:53:00,150.9,200,Very unhealthy 
1,2023-01-31 05:54:00,465.6,458,Extremely hazardous
1,2023-01-31 05:54:30,134.3,191,Unhealthy
1,2023-01-31 05:55:30,121.1,185,Unhealthy
1,2023-01-31 05:58:30,237.3,287,Very unhealthy 
1,2023-01-31 06:00:00,372.0,411,Extremely hazardous
1,2023-01-31 06:01:00,449.6,450,Extremely hazardous
1,2023-01-31 06:01:30,274.6,324,Hazardous
1,2023-01-31 06:02:30,450.1,450,Extremely hazardous
1,2023-01-31 06:03:30,60.5,153,Unhealthy
1,2023-01-31 06:05:00,523.9,487,Extremely hazardous
1,2023-01-31 06:06:00,273.7,323,Hazardous
1,2023-01-31 06:07:30,82.2,164,Unhealthy
1,2023-01-31 06:08:00,475.7,463,Extremely hazardous
1,2023-01-31 06:09:00,213.6,263,Very unhealthy 
1,2023-01-31 06:09:30,326.5,376,Hazardous
1,2023-01-31 06:10:00,260.6,310,Hazardous
1,2023-01-31 06:10:30,283.8,333,Hazardous
1,2023-01-31 06:11:30,384.4,417,Extremely hazardous
1,2023-01-31 06:12:00,197.4,247,Very unhealthy 
1,2023-01-31 06:13:00,270.3,320,Hazardous
1,2023-01-31 06:13:30,118.3,183,Unhealthy
1,2023-01-31 06:14:00,380.1,415,Extremely hazardous
1,2023-01-31 06:14:30,250.8,300,Hazardous
1,2023-01-31 06:15:00,341.3,391,Hazardous
1,2023-01-31 06:16:00,497.9,474,Extremely hazardous
1,2023-01-31 06:16:30,116.8,182,Unhealthy
1,2023-01-31 06:17:30,148.5,199,Unhealthy
1,2023-01-31 06:18:00,10.7,45,Good
1,2023-01-31 06:18:30,252.1,302,Hazardous
1,2023-01-31 06:19:00,520.3,485,Extremely hazardous
1,2023-01-31 06:19:30,473.8,462,Extremely hazardous
1,2023-01-31 06:20:30,417.2,433,Extremely hazardous
1,2023-01-31 06:22:00,26.9,82,Moderate
1,2023-01-31 06:23:00,241.8,291,Very unhealthy 
1,2023-01-31 06:23:30,90.8,169,Unhealthy
1,2023-01-31 06:25:00,334.9,384,Hazardous
1,2023-01-31 06:25:30,277.5,327,Hazardous
1,2023-01-31 06:27:00,393.4,421,Extremely hazardous
1,2023-01-31 06:27:30,459.8,455,Extremely hazardous
1,2023-01-31 06:28:00,278.5,328,Hazardous
1,2023-01-31 06:28:30,301.9,351,Hazardous
1,2023-01-31 06:29:00,291.5,341,Hazardous
1,2023-01-31 06:31:00,301.5,351,Hazardous
1,2023-01-31 06:31:30,91.0,169,Unhealthy
1,2023-01-31 06:33:00,301.3,351,Hazardous
1,2023-01-31 06:34:30,518.0,484,Extremely hazardous
1,2023-01-31 06:35:00,499.6,475,Extremely hazardous
1,2023-01-31 06:35:30,65.5,155,Unhealthy
1,2023-01-31 06:36:00,259.3,309,Hazardous
1,2023-01-31 06:36:30,221.5,271,Very unhealthy 
1,2023-01-31 06:37:30,147.6,198,Unhealthy
1,2023-01-31 06:38:00,332.7,382,Hazardous
1,2023-01-31 06:38:30,341.3,391,Hazardous
1,2023-01-31 06:40:30,66.3,156,Unhealthy
1,2023-01-31 06:41:00,80.4,163,Unhealthy
1,2023-01-31 06:41:30,184.4,234,Very unhealthy 
1,2023-01-31 06:42:00,457.9,454,Extremely hazardous
1,2023-01-31 06:43:00,510.1,480,Extremely hazardous
1,2023-01-31 06:43:30,39.0,109,Slightly unhealthy
1,2023-01-31 06:44:00,294.5,344,Hazardous
1,2023-01-31 06:45:00,410.8,430,Extremely hazardous
1,2023-01-31 06:45:30,141.7,195,Unhealthy
1,2023-01-31 06:47:30,348.0,398,Hazardous
1,2023-01-31 06:49:00,278.0,328,Hazardous
1,2023-01-31 06:50:30,361.9,406,Extremely hazardous
1,2023-01-31 06:51:00,396.3,423,Extremely hazardous
1,2023-01-31 06:51:30,76.7,161,Unhealthy
1,2023-01-31 06:52:30,159.3,209,Very unhealthy 
1,2023-01-31 06:53:00,288.8,338,Hazardous
1,2023-01-31 06:53:30,120.9,184,Unhealthy
1,2023-01-31 06:54:30,168.0,218,Very unhealthy 
1,2023-01-31 06:55:00,329.8,379,Hazardous
1,2023-01-31 06:55:30,392.1,421,Extremely hazardous
1,2023-01-31 06:57:30,238.2,288,Very unhealthy 
1,2023-01-31 06:58:00,180.3,230,Very unhealthy 
1,2023-01-31 06:59:00,284.6,334,Hazardous
1,2023-01-31 06:59:30,211.5,261,Very unhealthy 
1,2023-01-31 07:01:00,215.2,265,Very unhealthy 
1,2023-01-31 07:01:30,266.5,316,Hazardous
1,2023-01-31 07:02:00,194.7,244,Very unhealthy 
1,2023-01-31 07:02:30,13.5,53,Moderate
1,2023-01-31 07:03:00,309.4,359,Hazardous
1,2023-01-31 07:03:30,118.2,183,Unhealthy
1,2023-01-31 07:04:00,534.1,492,Extremely hazardous
1,2023-01-31 07:04:30,29.1,86,Moderate
1,2023-01-31 07:05:00,540.1,495,Extremely hazardous
