id,time,values
1,2023-01-31 02:34:30,618.0
1,2023-01-31 02:35:00,574.6
1,2023-01-31 02:36:30,746.4
1,2023-01-31 02:38:30,985.9
1,2023-01-31 02:39:00,582.7
1,2023-01-31 02:41:00,963.9
1,2023-01-31 02:44:30,592.0
1,2023-01-31 02:46:30,648.9
1,2023-01-31 02:48:30,587.3
1,2023-01-31 02:49:00,680.3
1,2023-01-31 02:53:00,751.1
1,2023-01-31 02:55:30,575.8
1,2023-01-31 02:56:00,696.8
1,2023-01-31 02:57:00,4.7
1,2023-01-31 02:59:00,751.3
1,2023-01-31 03:00:00,953.7
1,2023-01-31 03:01:30,553.9
1,2023-01-31 03:02:00,646.0
1,2023-01-31 03:03:00,569.4
1,2023-01-31 03:04:00,873.0
1,2023-01-31 03:05:00,722.7
1,2023-01-31 03:05:30,958.6
1,2023-01-31 03:06:00,926.1
1,2023-01-31 03:06:30,908.6
1,2023-01-31 03:07:00,568.5
1,2023-01-31 03:07:30,753.7
1,2023-01-31 03:08:30,878.0
1,2023-01-31 03:09:00,870.6
1,2023-01-31 03:11:00,915.3
1,2023-01-31 03:12:00,991.5
1,2023-01-31 03:13:00,607.0
1,2023-01-31 03:15:30,830.2
1,2023-01-31 03:16:00,822.3
1,2023-01-31 03:16:30,572.9
1,2023-01-31 03:17:30,629.6
1,2023-01-31 03:18:30,937.1
1,2023-01-31 03:19:30,995.0
1,2023-01-31 03:21:00,939.8
1,2023-01-31 03:21:30,793.5
1,2023-01-31 03:22:00,578.2
1,2023-01-31 03:22:30,996.6
1,2023-01-31 03:24:30,742.2
1,2023-01-31 03:26:30,676.2
1,2023-01-31 03:27:00,658.9
1,2023-01-31 03:27:30,815.9
1,2023-01-31 03:28:00,985.8
1,2023-01-31 03:29:00,830.1
1,2023-01-31 03:29:30,858.9
1,2023-01-31 03:30:30,628.6
1,2023-01-31 03:32:30,942.5
1,2023-01-31 03:33:00,986.8
1,2023-01-31 03:33:30,800.9
1,2023-01-31 03:34:00,892.9
1,2023-01-31 03:35:00,928.5
1,2023-01-31 03:35:30,615.5
1,2023-01-31 03:36:30,1.1
1,2023-01-31 03:37:00,582.2
1,2023-01-31 03:38:00,974.7
1,2023-01-31 03:38:30,733.0
1,2023-01-31 03:41:00,915.7
1,2023-01-31 03:41:30,916.9
1,2023-01-31 03:42:00,772.3
1,2023-01-31 03:43:30,989.2
1,2023-01-31 03:46:00,585.3
1,2023-01-31 03:46:30,601.7
1,2023-01-31 03:47:30,995.6
1,2023-01-31 03:48:00,727.9
1,2023-01-31 03:49:30,839.8
1,2023-01-31 03:50:00,584.3
1,2023-01-31 03:50:30,871.6
1,2023-01-31 03:51:00,567.0
1,2023-01-31 03:54:00,686.5
1,2023-01-31 03:55:00,694.3
1,2023-01-31 03:55:30,727.8
1,2023-01-31 03:56:00,553.6
1,2023-01-31 03:58:00,984.7
1,2023-01-31 03:58:30,790.3
1,2023-01-31 04:00:30,789.6
1,2023-01-31 04:03:30,589.8
1,2023-01-31 04:04:00,696.8
1,2023-01-31 04:06:00,638.8
1,2023-01-31 04:08:30,972.6
1,2023-01-31 04:09:00,809.4
1,2023-01-31 04:12:00,622.7
1,2023-01-31 04:12:30,866.6
1,2023-01-31 04:13:00,594.9
1,2023-01-31 04:13:30,600.3
1,2023-01-31 04:14:30,727.2
1,2023-01-31 04:15:00,663.2
1,2023-01-31 04:16:00,595.0
1,2023-01-31 04:17:30,2.7
1,2023-01-31 04:22:30,742.2
1,2023-01-31 04:27:30,903.6
1,2023-01-31 04:28:30,730.2
1,2023-01-31 04:29:30,986.0
1,2023-01-31 04:31:30,866.2
1,2023-01-31 04:32:00,559.6
1,2023-01-31 04:33:00,875.4
1,2023-01-31 04:33:30,663.5
1,2023-01-31 04:34:00,896.9
1,2023-01-31 04:35:00,694.5
1,2023-01-31 04:38:00,634.6
1,2023-01-31 04:39:30,897.3
1,2023-01-31 04:41:00,896.3
1,2023-01-31 04:42:00,609.4
1,2023-01-31 04:43:30,891.7
1,2023-01-31 04:44:00,814.0
1,2023-01-31 04:45:30,913.8
1,2023-01-31 04:46:30,973.1
1,2023-01-31 04:47:00,570.2
1,2023-01-31 04:48:00,788.9
1,2023-01-31 04:49:00,964.0
1,2023-01-31 04:51:00,755.7
1,2023-01-31 04:53:00,846.9
1,2023-01-31 04:55:00,819.2
1,2023-01-31 04:56:00,698.2
1,2023-01-31 04:56:30,807.3
1,2023-01-31 04:58:00,696.2
1,2023-01-31 04:59:00,966.5
1,2023-01-31 05:00:30,863.6
1,2023-01-31 05:01:00,667.4
1,2023-01-31 05:01:30,950.6
1,2023-01-31 05:02:30,698.5
1,2023-01-31 05:07:00,798.4
1,2023-01-31 05:08:00,806.9
1,2023-01-31 05:08:30,828.6
1,2023-01-31 05:09:00,909.5
1,2023-01-31 05:10:30,849.7
1,2023-01-31 05:11:30,571.9
1,2023-01-31 05:12:30,732.6
1,2023-01-31 05:14:00,4.1
1,2023-01-31 05:17:00,663.3
1,2023-01-31 05:17:30,954.9
1,2023-01-31 05:18:30,609.1
1,2023-01-31 05:20:00,898.7
1,2023-01-31 05:20:30,882.0
1,2023-01-31 05:21:30,786.7
1,2023-01-31 05:22:00,674.7
1,2023-01-31 05:23:00,910.9
1,2023-01-31 05:24:30,900.1
1,2023-01-31 05:25:00,955.8
1,2023-01-31 05:25:30,949.3
1,2023-01-31 05:26:30,880.3
1,2023-01-31 05:28:00,914.8
1,2023-01-31 05:29:30,954.4
1,2023-01-31 05:31:00,755.4
1,2023-01-31 05:34:00,598.5
1,2023-01-31 05:35:30,743.8
1,2023-01-31 05:36:30,606.6
1,2023-01-31 05:37:00,796.2
1,2023-01-31 05:37:30,805.6
1,2023-01-31 05:38:00,994.9
1,2023-01-31 05:39:00,929.4
1,2023-01-31 05:39:30,553.5
1,2023-01-31 05:40:00,627.6
1,2023-01-31 05:40:30,641.7
1,2023-01-31 05:42:00,835.6
1,2023-01-31 05:43:00,859.5
1,2023-01-31 05:43:30,879.6
1,2023-01-31 05:44:00,745.5
1,2023-01-31 05:44:30,602.9
1,2023-01-31 05:45:00,766.1
1,2023-01-31 05:45:30,638.4
1,2023-01-31 05:48:00,938.6
1,2023-01-31 05:48:30,687.2
1,2023-01-31 05:49:00,640.4
1,2023-01-31 05:50:30,748.0
1,2023-01-31 05:53:30,690.7
1,2023-01-31 05:55:00,3.8
1,2023-01-31 05:56:00,855.3
1,2023-01-31 05:56:30,814.2
1,2023-01-31 05:57:00,771.4
1,2023-01-31 05:57:30,711.9
1,2023-01-31 05:58:00,889.6
1,2023-01-31 05:59:00,855.6
1,2023-01-31 05:59:30,715.4
1,2023-01-31 06:00:30,914.3
1,2023-01-31 06:02:00,794.2
1,2023-01-31 06:03:00,553.2
1,2023-01-31 06:04:00,900.2
1,2023-01-31 06:04:30,681.0
1,2023-01-31 06:05:30,727.4
1,2023-01-31 06:06:30,581.8
1,2023-01-31 06:07:00,923.3
1,2023-01-31 06:08:30,593.8
1,2023-01-31 06:11:00,595.5
1,2023-01-31 06:12:30,577.1
1,2023-01-31 06:15:30,826.8
1,2023-01-31 06:17:00,782.1
1,2023-01-31 06:20:00,672.5
1,2023-01-31 06:21:00,720.7
1,2023-01-31 06:21:30,859.4
1,2023-01-31 06:22:30,812.0
1,2023-01-31 06:24:00,893.6
1,2023-01-31 06:24:30,779.2
1,2023-01-31 06:26:00,705.3
1,2023-01-31 06:26:30,885.6
1,2023-01-31 06:29:30,981.5
1,2023-01-31 06:30:00,873.9
1,2023-01-31 06:30:30,668.1
1,2023-01-31 06:32:00,687.4
1,2023-01-31 06:32:30,730.1
1,2023-01-31 06:33:30,746.4
1,2023-01-31 06:34:00,609.8
1,2023-01-31 06:37:00,969.9
1,2023-01-31 06:39:00,900.0
1,2023-01-31 06:39:30,662.3
1,2023-01-31 06:40:00,603.6
1,2023-01-31 06:42:30,680.2
1,2023-01-31 06:44:30,910.7
1,2023-01-31 06:46:00,1.2
1,2023-01-31 06:46:30,953.1
1,2023-01-31 06:47:00,2.4
1,2023-01-31 06:48:00,841.3
1,2023-01-31 06:48:30,800.4
1,2023-01-31 06:49:30,795.5
1,2023-01-31 06:50:00,801.5
1,2023-01-31 06:52:00,601.3
1,2023-01-31 06:54:00,864.4
1,2023-01-31 06:56:00,920.5
1,2023-01-31 06:56:30,879.2
1,2023-01-31 06:57:00,635.2
1,2023-01-31 06:58:30,749.0
1,2023-01-31 07:00:00,628.8
1,2023-01-31 07:00:30,872.1
1,2023-01-31 07:06:00,781.4
1,2023-01-31 07:07:00,802.8
1,2023-01-31 07:08:30,767.5
1,2023-01-31 07:09:00,990.6
1,2023-01-31 07:10:00,637.0
1,2023-01-31 07:11:30,883.1
1,2023-01-31 07:12:00,625.8
1,2023-01-31 07:13:30,719.7
1,2023-01-31 07:16:00,895.3
1,2023-01-31 07:17:00,771.7
1,2023-01-31 07:17:30,915.3
1,2023-01-31 07:21:00,783.0
1,2023-01-31 07:22:00,620.2
1,2023-01-31 07:23:30,780.4
1,2023-01-31 07:24:00,859.1
1,2023-01-31 07:25:00,773.3
1,2023-01-31 07:26:30,789.6
1,2023-01-31 07:27:00,659.6
1,2023-01-31 07:27:30,639.5
1,2023-01-31 07:28:00,620.9
1,2023-01-31 07:28:30,904.3
1,2023-01-31 07:29:00,698.8
1,2023-01-31 07:29:30,620.6
1,2023-01-31 07:30:00,775.1
1,2023-01-31 07:34:00,834.7
1,2023-01-31 07:34:30,655.5
1,2023-01-31 07:35:30,785.0
1,2023-01-31 07:36:00,676.6
1,2023-01-31 07:39:00,830.5
1,2023-01-31 07:39:30,896.8
1,2023-01-31 07:40:00,630.2
1,2023-01-31 07:41:30,588.3
1,2023-01-31 07:43:30,634.4
1,2023-01-31 07:44:30,828.0
1,2023-01-31 07:45:00,954.6
1,2023-01-31 07:45:30,838.1
1,2023-01-31 07:47:00,558.2
1,2023-01-31 07:48:30,783.0
1,2023-01-31 07:49:00,806.5
1,2023-01-31 07:49:30,594.5
1,2023-01-31 07:50:30,914.2
1,2023-01-31 07:51:30,661.4
1,2023-01-31 07:53:00,677.6
1,2023-01-31 07:54:30,4.9
1,2023-01-31 07:55:00,830.7
1,2023-01-31 07:55:30,559.3
1,2023-01-31 07:56:30,675.9
1,2023-01-31 07:57:00,571.3
1,2023-01-31 07:58:00,555.9
1,2023-01-31 07:58:30,815.9
1,2023-01-31 07:59:00,640.3
1,2023-01-31 07:59:30,682.5
1,2023-01-31 08:00:00,711.5
1,2023-01-31 08:00:30,807.6
1,2023-01-31 08:02:00,815.3
1,2023-01-31 08:02:30,889.1
1,2023-01-31 08:03:30,801.8
1,2023-01-31 08:05:00,812.0
1,2023-01-31 08:06:30,558.1
1,2023-01-31 08:07:00,949.0
1,2023-01-31 08:08:00,902.5
1,2023-01-31 08:08:30,840.3
1,2023-01-31 08:09:00,778.8
1,2023-01-31 08:09:30,707.5
1,2023-01-31 08:11:00,687.3
1,2023-01-31 08:11:30,722.4
1,2023-01-31 08:13:30,906.5
1,2023-01-31 08:14:00,763.9
1,2023-01-31 08:15:30,957.2
1,2023-01-31 08:16:00,922.6
1,2023-01-31 08:18:30,685.3
1,2023-01-31 08:22:30,841.4
1,2023-01-31 08:23:00,619.2
1,2023-01-31 08:25:00,590.1
1,2023-01-31 08:27:00,874.8
1,2023-01-31 08:29:00,618.3
1,2023-01-31 08:30:30,552.7
1,2023-01-31 08:31:00,900.8
1,2023-01-31 08:32:30,988.0
1,2023-01-31 08:35:30,918.8
1,2023-01-31 08:36:30,799.7
1,2023-01-31 08:37:00,868.4
1,2023-01-31 08:39:30,708.1
1,2023-01-31 08:40:30,695.6
1,2023-01-31 08:41:00,561.4
1,2023-01-31 08:41:30,664.5
1,2023-01-31 08:42:00,644.7
1,2023-01-31 08:42:30,758.3
1,2023-01-31 08:43:00,2.7
1,2023-01-31 08:43:30,612.8
1,2023-01-31 08:44:00,614.1
1,2023-01-31 08:45:30,827.3
1,2023-01-31 08:46:00,988.9
1,2023-01-31 08:47:00,889.7
1,2023-01-31 08:50:30,668.6
1,2023-01-31 08:52:00,925.8
1,2023-01-31 08:52:30,558.6
1,2023-01-31 08:53:00,552.4
1,2023-01-31 08:53:30,934.2
1,2023-01-31 08:55:30,716.2
1,2023-01-31 08:56:30,807.0
1,2023-01-31 08:57:30,949.9
1,2023-01-31 08:58:00,991.4
1,2023-01-31 08:58:30,799.1
1,2023-01-31 09:02:30,644.2
1,2023-01-31 09:03:00,993.9
1,2023-01-31 09:04:30,695.3
1,2023-01-31 09:05:00,917.5
1,2023-01-31 09:05:30,851.9
1,2023-01-31 09:06:30,975.9
1,2023-01-31 09:09:00,563.2
1,2023-01-31 09:10:00,836.6
1,2023-01-31 09:12:00,852.1
1,2023-01-31 09:12:30,692.3
1,2023-01-31 09:15:00,773.5
1,2023-01-31 09:15:30,573.5
1,2023-01-31 09:16:00,693.0
1,2023-01-31 09:18:30,615.1
1,2023-01-31 09:19:00,856.0
1,2023-01-31 09:19:30,756.2
1,2023-01-31 09:21:00,813.2
1,2023-01-31 09:21:30,601.3
1,2023-01-31 09:23:30,932.5
1,2023-01-31 09:24:30,1.1
1,2023-01-31 09:25:00,717.0
1,2023-01-31 09:25:30,777.6
1,2023-01-31 09:26:30,730.9
1,2023-01-31 09:27:30,555.6
1,2023-01-31 09:29:00,755.0
1,2023-01-31 09:29:30,744.5
1,2023-01-31 09:30:30,866.6
1,2023-01-31 09:32:00,794.5
1,2023-01-31 09:32:30,879.4
1,2023-01-31 09:34:30,692.3
1,2023-01-31 09:35:30,636.7
1,2023-01-31 09:36:00,744.0
1,2023-01-31 09:38:00,995.0
1,2023-01-31 09:40:00,893.5
1,2023-01-31 09:40:30,680.2
1,2023-01-31 09:41:00,848.0
1,2023-01-31 09:41:30,732.4
1,2023-01-31 09:43:00,826.7
1,2023-01-31 09:44:30,832.0
1,2023-01-31 09:46:00,808.5
1,2023-01-31 09:46:30,905.7
1,2023-01-31 09:48:00,977.8
1,2023-01-31 09:48:30,946.5
1,2023-01-31 09:49:00,938.0
1,2023-01-31 09:49:30,850.9
1,2023-01-31 09:50:00,881.5
1,2023-01-31 09:51:00,965.5
1,2023-01-31 09:52:00,896.9
1,2023-01-31 09:52:30,684.6
1,2023-01-31 09:53:00,674.1
1,2023-01-31 09:54:00,930.0
1,2023-01-31 09:54:30,771.0
1,2023-01-31 09:55:30,558.7
1,2023-01-31 09:56:00,718.2
1,2023-01-31 09:57:00,851.5
1,2023-01-31 09:58:00,715.8
1,2023-01-31 10:00:30,608.2
1,2023-01-31 10:05:30,629.6
1,2023-01-31 10:06:30,574.7
1,2023-01-31 10:09:00,885.0
1,2023-01-31 10:09:30,945.4
1,2023-01-31 10:11:00,998.6
1,2023-01-31 10:11:30,559.8
1,2023-01-31 10:12:00,4.7
1,2023-01-31 10:12:30,772.3
1,2023-01-31 10:15:30,570.4
1,2023-01-31 10:16:30,766.8
1,2023-01-31 10:17:00,920.9
1,2023-01-31 10:17:30,849.1
1,2023-01-31 10:18:30,790.2
1,2023-01-31 10:19:30,798.1
1,2023-01-31 10:20:00,798.6
1,2023-01-31 10:20:30,834.8
1,2023-01-31 10:21:00,561.2
1,2023-01-31 10:23:00,723.1
1,2023-01-31 10:24:00,868.3
1,2023-01-31 10:24:30,959.6
1,2023-01-31 10:25:00,952.4
1,2023-01-31 10:28:30,977.2
1,2023-01-31 10:30:00,769.7
1,2023-01-31 10:31:30,794.1
1,2023-01-31 10:33:00,597.1
1,2023-01-31 10:34:00,564.9
1,2023-01-31 10:34:30,707.9
1,2023-01-31 10:38:00,963.6
1,2023-01-31 10:38:30,790.1
1,2023-01-31 10:39:00,873.6
1,2023-01-31 10:39:30,716.8
1,2023-01-31 10:40:30,756.7
1,2023-01-31 10:41:30,923.2
1,2023-01-31 10:42:30,765.4
1,2023-01-31 10:43:00,919.6
1,2023-01-31 10:44:00,763.1
1,2023-01-31 10:46:00,719.4
1,2023-01-31 10:46:30,863.8
1,2023-01-31 10:48:00,553.9
1,2023-01-31 10:48:30,654.5
1,2023-01-31 10:49:00,782.3
1,2023-01-31 10:50:30,862.6
1,2023-01-31 10:51:00,807.5
1,2023-01-31 10:52:30,662.6
1,2023-01-31 10:53:00,944.2
1,2023-01-31 10:55:30,813.5
1,2023-01-31 10:57:00,729.7
1,2023-01-31 10:58:30,807.7
1,2023-01-31 11:00:30,645.7
1,2023-01-31 11:03:30,625.2
1,2023-01-31 11:07:00,736.1
1,2023-01-31 11:07:30,995.8
1,2023-01-31 11:08:30,823.3
1,2023-01-31 11:09:00,951.0
1,2023-01-31 11:09:30,866.8
1,2023-01-31 11:10:00,909.1
1,2023-01-31 11:11:30,752.4
1,2023-01-31 11:12:30,833.9
1,2023-01-31 11:15:00,900.5
1,2023-01-31 11:17:00,590.3
1,2023-01-31 11:18:00,752.1
1,2023-01-31 11:18:30,615.3
1,2023-01-31 11:19:30,930.1
1,2023-01-31 11:20:00,898.6
1,2023-01-31 11:20:30,589.9
1,2023-01-31 11:21:00,669.2
1,2023-01-31 11:21:30,623.4
1,2023-01-31 11:22:00,835.2
1,2023-01-31 11:24:00,653.3
1,2023-01-31 11:25:00,654.2
1,2023-01-31 11:26:00,685.0
1,2023-01-31 11:28:30,800.3
1,2023-01-31 11:31:00,750.2
1,2023-01-31 11:31:30,967.8
1,2023-01-31 11:32:30,838.8
1,2023-01-31 11:33:00,577.5
1,2023-01-31 11:33:30,941.7
1,2023-01-31 11:34:00,844.0
1,2023-01-31 11:35:00,650.0
1,2023-01-31 11:37:00,649.7
1,2023-01-31 11:39:00,961.7
1,2023-01-31 11:39:30,735.2
1,2023-01-31 11:40:00,919.6
1,2023-01-31 11:42:00,954.1
1,2023-01-31 11:43:00,882.5
1,2023-01-31 11:44:00,876.5
1,2023-01-31 11:44:30,856.9
1,2023-01-31 11:45:00,688.5
1,2023-01-31 11:45:30,951.2
1,2023-01-31 11:46:30,959.1
1,2023-01-31 11:47:30,949.9
1,2023-01-31 11:48:30,805.1
1,2023-01-31 11:49:30,656.2
1,2023-01-31 11:51:30,728.2
1,2023-01-31 11:52:00,732.0
1,2023-01-31 11:52:30,969.1
1,2023-01-31 11:53:00,809.3
1,2023-01-31 11:53:30,738.5
1,2023-01-31 11:54:30,857.6
1,2023-01-31 11:55:00,702.0
1,2023-01-31 11:55:30,560.0
1,2023-01-31 11:56:00,843.1
1,2023-01-31 11:56:30,677.3
1,2023-01-31 11:59:00,696.0
1,2023-01-31 12:00:30,718.4
1,2023-01-31 12:02:30,882.6
1,2023-01-31 12:06:00,2.7
1,2023-01-31 12:08:30,935.2
1,2023-01-31 12:10:00,599.2
1,2023-01-31 12:10:30,668.2
1,2023-01-31 12:14:00,914.6
1,2023-01-31 12:17:30,727.8
1,2023-01-31 12:20:00,930.5
1,2023-01-31 12:21:30,960.9
1,2023-01-31 12:22:00,582.5
1,2023-01-31 12:22:30,784.1
1,2023-01-31 12:24:30,868.3
1,2023-01-31 12:26:30,707.8
1,2023-01-31 12:28:30,989.0
1,2023-01-31 12:29:00,755.8
1,2023-01-31 12:30:30,864.9
1,2023-01-31 12:31:00,917.9
1,2023-01-31 12:32:30,676.4
1,2023-01-31 12:33:30,986.4
1,2023-01-31 12:34:00,665.1
1,2023-01-31 12:37:00,621.0
1,2023-01-31 12:38:00,937.6
1,2023-01-31 12:38:30,732.4
1,2023-01-31 12:39:00,642.3
1,2023-01-31 12:39:30,678.3
1,2023-01-31 12:40:00,952.8
1,2023-01-31 12:40:30,765.0
1,2023-01-31 12:41:00,667.1
1,2023-01-31 12:43:00,811.8
1,2023-01-31 12:44:30,749.1
1,2023-01-31 12:46:00,736.2
1,2023-01-31 12:47:00,708.2
1,2023-01-31 12:47:30,579.7
1,2023-01-31 12:48:30,870.4
1,2023-01-31 12:49:00,693.8
1,2023-01-31 12:49:30,718.4
1,2023-01-31 12:50:30,896.4
1,2023-01-31 12:51:30,787.4
1,2023-01-31 12:52:00,976.0
1,2023-01-31 12:52:30,770.2
1,2023-01-31 12:53:00,661.2
1,2023-01-31 12:53:30,1.3
1,2023-01-31 12:54:00,569.0
1,2023-01-31 12:54:30,690.3
1,2023-01-31 12:56:00,888.3
1,2023-01-31 12:57:30,592.6
1,2023-01-31 13:00:30,821.9
1,2023-01-31 13:02:30,727.3
1,2023-01-31 13:03:30,570.0
1,2023-01-31 13:05:00,862.3
1,2023-01-31 13:05:30,757.2
1,2023-01-31 13:06:00,821.7
1,2023-01-31 13:09:30,857.9
1,2023-01-31 13:10:00,896.9
1,2023-01-31 13:12:00,811.2
1,2023-01-31 13:14:30,621.5
1,2023-01-31 13:16:00,737.2
1,2023-01-31 13:17:00,941.6
1,2023-01-31 13:19:00,812.3
1,2023-01-31 13:22:30,622.7
1,2023-01-31 13:23:00,920.1
1,2023-01-31 13:25:30,919.2
1,2023-01-31 13:28:30,925.2
1,2023-01-31 13:29:00,582.9
1,2023-01-31 13:30:00,857.5
1,2023-01-31 13:30:30,809.7
1,2023-01-31 13:31:00,710.1
1,2023-01-31 13:31:30,730.1
1,2023-01-31 13:33:00,675.1
1,2023-01-31 13:33:30,985.6
1,2023-01-31 13:34:30,619.0
1,2023-01-31 13:35:00,794.3
1,2023-01-31 13:36:30,791.9
1,2023-01-31 13:39:30,806.7
1,2023-01-31 13:43:30,888.8
1,2023-01-31 13:44:00,738.6
1,2023-01-31 13:45:00,842.4
1,2023-01-31 13:45:30,934.4
1,2023-01-31 13:47:00,648.0
1,2023-01-31 13:48:00,785.3
1,2023-01-31 13:49:00,615.5
1,2023-01-31 13:50:30,960.9
1,2023-01-31 13:51:00,795.5
1,2023-01-31 13:52:00,860.3
1,2023-01-31 13:52:30,856.3
1,2023-01-31 13:53:30,902.6
1,2023-01-31 13:56:00,887.9
1,2023-01-31 13:56:30,676.4
1,2023-01-31 13:57:00,965.8
1,2023-01-31 13:57:30,926.2
1,2023-01-31 13:58:00,866.7
1,2023-01-31 13:59:30,916.9
1,2023-01-31 14:00:00,891.6
1,2023-01-31 14:01:30,883.2
1,2023-01-31 14:02:30,569.6
1,2023-01-31 14:03:00,785.8
1,2023-01-31 14:04:00,593.4
1,2023-01-31 14:09:30,774.6
1,2023-01-31 14:11:00,659.3
1,2023-01-31 14:12:30,862.1
1,2023-01-31 14:15:30,684.1
1,2023-01-31 14:16:00,605.2
1,2023-01-31 14:17:30,829.2
1,2023-01-31 14:18:30,573.7
